,date,location,Season,count_all,geography,topography,altitude,precipitation,latitude,min_temp_mean,max_temp_mean,avg_temp,wind_dir_EN,wind_dir_MN,wind_spe_MN,wind_spe_EN,wind_dir_LN,wind_spe_LN,wind_quadrant,count_EN,count_LN,count_MN
145,12/10/2024,Har_Yoash,fall,9,South,Mountain,733,3.711483871,29.582982,19.18333333,32.51666667,25.85,357.6452154,344.2724322,2.12,2.6,265.0188637,1.38,N,2,2,5
146,13/10/2024,Hatzeva,fall,4,North,Valley,-166,3.749806452,30.818349,19.68333333,32.68333333,26.18333333,6.340516006,294.6613061,1.94,2.16,286.5972272,1.19,N,3,1,0
147,13/10/2024,Mitzpe_ramon,fall,9,North,Mountain,758,3.805032258,30.660835,19.68333333,32.68333333,26.18333333,6.340516006,294.6613061,1.94,2.16,286.5972272,1.19,N,0,7,2
148,13/10/2024,Neot_smadar,fall,7,Center,Mountain,417,3.760129032,30.054879,19.68333333,32.68333333,26.18333333,6.340516006,294.6613061,1.94,2.16,286.5972272,1.19,N,2,4,1
149,13/10/2024,Timna,fall,13,South,Valley,123,3.720387097,29.803654,19.68333333,32.68333333,26.18333333,6.340516006,294.6613061,1.94,2.16,286.5972272,1.19,N,1,3,9
150,13/10/2024,Har_Yoash,fall,2,South,Mountain,733,3.711483871,29.582982,19.68333333,32.68333333,26.18333333,6.340516006,294.6613061,1.94,2.16,286.5972272,1.19,N,2,0,0
151,14/10/2024,Hatzeva,fall,8,North,Valley,-166,3.749806452,30.818349,20.41666667,33.78333333,27.1,354.0126843,298.8738496,1.1,2.33,303.3118845,1.33,N,8,0,0
152,14/10/2024,Mitzpe_ramon,fall,30,North,Mountain,758,3.805032258,30.660835,20.41666667,33.78333333,27.1,354.0126843,298.8738496,1.1,2.33,303.3118845,1.33,N,3,24,3
153,14/10/2024,Neot_smadar,fall,25,Center,Mountain,417,3.760129032,30.054879,20.41666667,33.78333333,27.1,354.0126843,298.8738496,1.1,2.33,303.3118845,1.33,N,14,9,2
154,14/10/2024,Timna,fall,11,South,Valley,123,3.720387097,29.803654,20.41666667,33.78333333,27.1,354.0126843,298.8738496,1.1,2.33,303.3118845,1.33,N,0,0,11
155,14/10/2024,Har_Yoash,fall,19,South,Mountain,733,3.711483871,29.582982,20.41666667,33.78333333,27.1,354.0126843,298.8738496,1.1,2.33,303.3118845,1.33,N,9,3,7
156,15/10/2024,Hatzeva,fall,7,North,Valley,-166,3.749806452,30.818349,21.05,32.8,26.925,4.734313023,348.2396859,2.78,3.02,312.9012277,1.69,N,5,0,2
157,15/10/2024,Mitzpe_ramon,fall,24,North,Mountain,758,3.805032258,30.660835,21.05,32.8,26.925,4.734313023,348.2396859,2.78,3.02,312.9012277,1.69,N,10,14,0
158,15/10/2024,Neot_smadar,fall,18,Center,Mountain,417,3.760129032,30.054879,21.05,32.8,26.925,4.734313023,348.2396859,2.78,3.02,312.9012277,1.69,N,5,7,6
159,15/10/2024,Timna,fall,12,South,Valley,123,3.720387097,29.803654,21.05,32.8,26.925,4.734313023,348.2396859,2.78,3.02,312.9012277,1.69,N,0,8,4
160,15/10/2024,Har_Yoash,fall,23,South,Mountain,733,3.711483871,29.582982,21.05,32.8,26.925,4.734313023,348.2396859,2.78,3.02,312.9012277,1.69,N,4,1,18
161,16/10/2024,Hatzeva,fall,9,North,Valley,-166,3.749806452,30.818349,21.96666667,31.73333333,26.85,340.9705569,341.6456709,1.94,4.22,284.690272,1.67,N,1,4,4
162,16/10/2024,Mitzpe_ramon,fall,22,North,Mountain,758,3.805032258,30.660835,21.96666667,31.73333333,26.85,340.9705569,341.6456709,1.94,4.22,284.690272,1.67,N,2,15,5
163,16/10/2024,Neot_smadar,fall,15,Center,Mountain,417,3.760129032,30.054879,21.96666667,31.73333333,26.85,340.9705569,341.6456709,1.94,4.22,284.690272,1.67,N,10,3,2
164,16/10/2024,Timna,fall,8,South,Valley,123,3.720387097,29.803654,21.96666667,31.73333333,26.85,340.9705569,341.6456709,1.94,4.22,284.690272,1.67,N,2,5,1
165,16/10/2024,Har_Yoash,fall,15,South,Mountain,733,3.711483871,29.582982,21.96666667,31.73333333,26.85,340.9705569,341.6456709,1.94,4.22,284.690272,1.67,N,6,1,8
166,17/10/2024,Hatzeva,fall,9,North,Valley,-166,3.749806452,30.818349,20.76666667,30.65,25.70833333,340.4024435,345.516284,2.28,3.12,297.8797766,1.63,N,0,3,6
167,17/10/2024,Mitzpe_ramon,fall,62,North,Mountain,758,3.805032258,30.660835,20.76666667,30.65,25.70833333,340.4024435,345.516284,2.28,3.12,297.8797766,1.63,N,5,54,3
168,17/10/2024,Neot_smadar,fall,14,Center,Mountain,417,3.760129032,30.054879,20.76666667,30.65,25.70833333,340.4024435,345.516284,2.28,3.12,297.8797766,1.63,N,7,3,4
169,17/10/2024,Timna,fall,21,South,Valley,123,3.720387097,29.803654,20.76666667,30.65,25.70833333,340.4024435,345.516284,2.28,3.12,297.8797766,1.63,N,2,4,15
170,17/10/2024,Har_Yoash,fall,16,South,Mountain,733,3.711483871,29.582982,20.76666667,30.65,25.70833333,340.4024435,345.516284,2.28,3.12,297.8797766,1.63,N,3,4,9
171,18/10/2024,Hatzeva,fall,16,North,Valley,-166,3.749806452,30.818349,19.51666667,30.61666667,25.06666667,346.6814023,338.1053054,2.36,4.15,332.680005,1.66,N,1,13,2
172,18/10/2024,Mitzpe_ramon,fall,11,North,Mountain,758,3.805032258,30.660835,19.51666667,30.61666667,25.06666667,346.6814023,338.1053054,2.36,4.15,332.680005,1.66,N,1,8,2
173,18/10/2024,Neot_smadar,fall,5,Center,Mountain,417,3.760129032,30.054879,19.51666667,30.61666667,25.06666667,346.6814023,338.1053054,2.36,4.15,332.680005,1.66,N,0,4,1
174,18/10/2024,Timna,fall,6,South,Valley,123,3.720387097,29.803654,19.51666667,30.61666667,25.06666667,346.6814023,338.1053054,2.36,4.15,332.680005,1.66,N,1,0,5
175,18/10/2024,Har_Yoash,fall,12,South,Mountain,733,3.711483871,29.582982,19.51666667,30.61666667,25.06666667,346.6814023,338.1053054,2.36,4.15,332.680005,1.66,N,6,4,2
176,19/10/2024,Hatzeva,fall,9,North,Valley,-166,3.749806452,30.818349,17.61666667,28.3,22.95833333,2.422847218,345.3748502,1.58,3.13,293.786542,1.26,N,2,5,2
177,19/10/2024,Mitzpe_ramon,fall,10,North,Mountain,758,3.805032258,30.660835,17.61666667,28.3,22.95833333,2.422847218,345.3748502,1.58,3.13,293.786542,1.26,N,0,5,5
178,19/10/2024,Neot_smadar,fall,5,Center,Mountain,417,3.760129032,30.054879,17.61666667,28.3,22.95833333,2.422847218,345.3748502,1.58,3.13,293.786542,1.26,N,1,2,2
179,19/10/2024,Timna,fall,9,South,Valley,123,3.720387097,29.803654,17.61666667,28.3,22.95833333,2.422847218,345.3748502,1.58,3.13,293.786542,1.26,N,7,0,2
180,19/10/2024,Har_Yoash,fall,4,South,Mountain,733,3.711483871,29.582982,17.61666667,28.3,22.95833333,2.422847218,345.3748502,1.58,3.13,293.786542,1.26,N,0,1,3
181,20/10/2024,Hatzeva,fall,4,North,Valley,-166,3.749806452,30.818349,15.71666667,28.91666667,22.31666667,357.5510685,310.0805159,1.9,2.59,295.7457287,1.82,N,0,4,0
182,20/10/2024,Mitzpe_ramon,fall,4,North,Mountain,758,3.805032258,30.660835,15.71666667,28.91666667,22.31666667,357.5510685,310.0805159,1.9,2.59,295.7457287,1.82,N,2,1,1
183,20/10/2024,Neot_smadar,fall,4,Center,Mountain,417,3.760129032,30.054879,15.71666667,28.91666667,22.31666667,357.5510685,310.0805159,1.9,2.59,295.7457287,1.82,N,1,1,2
184,20/10/2024,Timna,fall,3,South,Valley,123,3.720387097,29.803654,15.71666667,28.91666667,22.31666667,357.5510685,310.0805159,1.9,2.59,295.7457287,1.82,N,0,0,3
185,20/10/2024,Har_Yoash,fall,0,South,Mountain,733,3.711483871,29.582982,15.71666667,28.91666667,22.31666667,357.5510685,310.0805159,1.9,2.59,295.7457287,1.82,N,0,0,0
186,21/10/2024,Hatzeva,fall,2,North,Valley,-166,3.749806452,30.818349,15.78333333,28.16666667,21.975,355.8870737,317.0638487,2.94,3.62,326.3749451,2.05,N,0,2,0
187,21/10/2024,Mitzpe_ramon,fall,20,North,Mountain,758,3.805032258,30.660835,15.78333333,28.16666667,21.975,355.8870737,317.0638487,2.94,3.62,326.3749451,2.05,N,0,19,1
188,21/10/2024,Neot_smadar,fall,2,Center,Mountain,417,3.760129032,30.054879,15.78333333,28.16666667,21.975,355.8870737,317.0638487,2.94,3.62,326.3749451,2.05,N,0,0,2
189,21/10/2024,Timna,fall,4,South,Valley,123,3.720387097,29.803654,15.78333333,28.16666667,21.975,355.8870737,317.0638487,2.94,3.62,326.3749451,2.05,N,1,2,1
190,21/10/2024,Har_Yoash,fall,7,South,Mountain,733,3.711483871,29.582982,15.78333333,28.16666667,21.975,355.8870737,317.0638487,2.94,3.62,326.3749451,2.05,N,2,2,3
191,22/10/2024,Hatzeva,fall,5,North,Valley,-166,3.749806452,30.818349,14.1,25.85,19.975,351.3676108,301.5777548,1.52,3.31,358.4650943,1.83,N,5,0,0
192,22/10/2024,Mitzpe_ramon,fall,3,North,Mountain,758,3.805032258,30.660835,14.1,25.85,19.975,351.3676108,301.5777548,1.52,3.31,358.4650943,1.83,N,0,2,1
193,22/10/2024,Neot_smadar,fall,6,Center,Mountain,417,3.760129032,30.054879,14.1,25.85,19.975,351.3676108,301.5777548,1.52,3.31,358.4650943,1.83,N,0,2,4
194,22/10/2024,Timna,fall,4,South,Valley,123,3.720387097,29.803654,14.1,25.85,19.975,351.3676108,301.5777548,1.52,3.31,358.4650943,1.83,N,4,0,0
195,22/10/2024,Har_Yoash,fall,2,South,Mountain,733,3.711483871,29.582982,14.1,25.85,19.975,351.3676108,301.5777548,1.52,3.31,358.4650943,1.83,N,0,1,1
196,23/10/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,13.41666667,26.41666667,19.91666667,20.20496452,326.1077738,1.72,3.63,40.78181152,2.25,N,0,0,0
197,23/10/2024,Mitzpe_ramon,fall,5,North,Mountain,758,3.805032258,30.660835,13.41666667,26.41666667,19.91666667,20.20496452,326.1077738,1.72,3.63,40.78181152,2.25,N,0,4,1
198,23/10/2024,Neot_smadar,fall,0,Center,Mountain,417,3.760129032,30.054879,13.41666667,26.41666667,19.91666667,20.20496452,326.1077738,1.72,3.63,40.78181152,2.25,N,0,0,0
199,23/10/2024,Timna,fall,0,South,Valley,123,3.720387097,29.803654,13.41666667,26.41666667,19.91666667,20.20496452,326.1077738,1.72,3.63,40.78181152,2.25,N,0,0,0
200,23/10/2024,Har_Yoash,fall,0,South,Mountain,733,3.711483871,29.582982,13.41666667,26.41666667,19.91666667,20.20496452,326.1077738,1.72,3.63,40.78181152,2.25,N,0,0,0
201,24/10/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,14.75,27.28333333,21.01666667,19.71520818,26.31273065,2.8,3.38,76.48916361,3.07,N,0,0,0
202,24/10/2024,Mitzpe_ramon,fall,0,North,Mountain,758,3.805032258,30.660835,14.75,27.28333333,21.01666667,19.71520818,26.31273065,2.8,3.38,76.48916361,3.07,N,0,0,0
203,24/10/2024,Neot_smadar,fall,0,Center,Mountain,417,3.760129032,30.054879,14.75,27.28333333,21.01666667,19.71520818,26.31273065,2.8,3.38,76.48916361,3.07,N,0,0,0
204,24/10/2024,Timna,fall,1,South,Valley,123,3.720387097,29.803654,14.75,27.28333333,21.01666667,19.71520818,26.31273065,2.8,3.38,76.48916361,3.07,N,0,1,0
205,24/10/2024,Har_Yoash,fall,1,South,Mountain,733,3.711483871,29.582982,14.75,27.28333333,21.01666667,19.71520818,26.31273065,2.8,3.38,76.48916361,3.07,N,0,0,1
206,25/10/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,15.91666667,29.05,22.48333333,6.427361192,29.51331055,1.92,2.41,305.7474123,1.61,N,0,0,0
207,25/10/2024,Mitzpe_ramon,fall,4,North,Mountain,758,3.805032258,30.660835,15.91666667,29.05,22.48333333,6.427361192,29.51331055,1.92,2.41,305.7474123,1.61,N,0,3,1
208,25/10/2024,Neot_smadar,fall,0,Center,Mountain,417,3.760129032,30.054879,15.91666667,29.05,22.48333333,6.427361192,29.51331055,1.92,2.41,305.7474123,1.61,N,0,0,0
209,25/10/2024,Timna,fall,1,South,Valley,123,3.720387097,29.803654,15.91666667,29.05,22.48333333,6.427361192,29.51331055,1.92,2.41,305.7474123,1.61,N,0,0,1
210,25/10/2024,Har_Yoash,fall,0,South,Mountain,733,3.711483871,29.582982,15.91666667,29.05,22.48333333,6.427361192,29.51331055,1.92,2.41,305.7474123,1.61,N,0,0,0
211,26/10/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,14.7,27.93333333,21.31666667,348.3253654,267.5114451,1.38,2.14,294.3099047,1.68,N,0,0,0
212,26/10/2024,Mitzpe_ramon,fall,2,North,Mountain,758,3.805032258,30.660835,14.7,27.93333333,21.31666667,348.3253654,267.5114451,1.38,2.14,294.3099047,1.68,N,0,2,0
213,26/10/2024,Neot_smadar,fall,1,Center,Mountain,417,3.760129032,30.054879,14.7,27.93333333,21.31666667,348.3253654,267.5114451,1.38,2.14,294.3099047,1.68,N,0,1,0
214,26/10/2024,Timna,fall,0,South,Valley,123,3.720387097,29.803654,14.7,27.93333333,21.31666667,348.3253654,267.5114451,1.38,2.14,294.3099047,1.68,N,0,0,0
215,26/10/2024,Har_Yoash,fall,1,South,Mountain,733,3.711483871,29.582982,14.7,27.93333333,21.31666667,348.3253654,267.5114451,1.38,2.14,294.3099047,1.68,N,0,1,0
216,27/10/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,15.35,28.9,22.125,347.6510379,278.080643,1.7,2.82,246.5609725,1.79,N,0,0,0
217,27/10/2024,Mitzpe_ramon,fall,14,North,Mountain,758,3.805032258,30.660835,15.35,28.9,22.125,347.6510379,278.080643,1.7,2.82,246.5609725,1.79,N,1,12,1
218,27/10/2024,Neot_smadar,fall,6,Center,Mountain,417,3.760129032,30.054879,15.35,28.9,22.125,347.6510379,278.080643,1.7,2.82,246.5609725,1.79,N,0,6,0
219,27/10/2024,Timna,fall,0,South,Valley,123,3.720387097,29.803654,15.35,28.9,22.125,347.6510379,278.080643,1.7,2.82,246.5609725,1.79,N,0,0,0
220,27/10/2024,Har_Yoash,fall,2,South,Mountain,733,3.711483871,29.582982,15.35,28.9,22.125,347.6510379,278.080643,1.7,2.82,246.5609725,1.79,N,0,2,0
221,28/10/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,17.23333333,30.43333333,23.83333333,356.5273354,298.4259002,1.84,2.26,281.5629446,2.02,N,0,0,0
222,28/10/2024,Mitzpe_ramon,fall,13,North,Mountain,758,3.805032258,30.660835,17.23333333,30.43333333,23.83333333,356.5273354,298.4259002,1.84,2.26,281.5629446,2.02,N,0,11,2
223,28/10/2024,Neot_smadar,fall,11,Center,Mountain,417,3.760129032,30.054879,17.23333333,30.43333333,23.83333333,356.5273354,298.4259002,1.84,2.26,281.5629446,2.02,N,2,0,9
224,28/10/2024,Timna,fall,4,South,Valley,123,3.720387097,29.803654,17.23333333,30.43333333,23.83333333,356.5273354,298.4259002,1.84,2.26,281.5629446,2.02,N,0,3,1
225,28/10/2024,Har_Yoash,fall,3,South,Mountain,733,3.711483871,29.582982,17.23333333,30.43333333,23.83333333,356.5273354,298.4259002,1.84,2.26,281.5629446,2.02,N,1,1,1
226,29/10/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,16.56666667,28.96666667,22.76666667,352.3626991,338.857262,2.56,3.14,297.8071867,2.14,N,0,0,0
227,29/10/2024,Mitzpe_ramon,fall,5,North,Mountain,758,3.805032258,30.660835,16.56666667,28.96666667,22.76666667,352.3626991,338.857262,2.56,3.14,297.8071867,2.14,N,0,2,3
228,29/10/2024,Neot_smadar,fall,12,Center,Mountain,417,3.760129032,30.054879,16.56666667,28.96666667,22.76666667,352.3626991,338.857262,2.56,3.14,297.8071867,2.14,N,0,3,9
229,29/10/2024,Timna,fall,3,South,Valley,123,3.720387097,29.803654,16.56666667,28.96666667,22.76666667,352.3626991,338.857262,2.56,3.14,297.8071867,2.14,N,0,0,3
230,29/10/2024,Har_Yoash,fall,11,South,Mountain,733,3.711483871,29.582982,16.56666667,28.96666667,22.76666667,352.3626991,338.857262,2.56,3.14,297.8071867,2.14,N,0,4,7
231,30/10/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,16.4,26.51666667,21.45833333,357.1042903,326.4524802,1.9,2.76,286.3694664,1.59,N,0,0,0
232,30/10/2024,Mitzpe_ramon,fall,6,North,Mountain,758,3.805032258,30.660835,16.4,26.51666667,21.45833333,357.1042903,326.4524802,1.9,2.76,286.3694664,1.59,N,3,2,1
233,30/10/2024,Neot_smadar,fall,3,Center,Mountain,417,3.760129032,30.054879,16.4,26.51666667,21.45833333,357.1042903,326.4524802,1.9,2.76,286.3694664,1.59,N,0,1,2
234,30/10/2024,Timna,fall,4,South,Valley,123,3.720387097,29.803654,16.4,26.51666667,21.45833333,357.1042903,326.4524802,1.9,2.76,286.3694664,1.59,N,1,3,0
235,30/10/2024,Har_Yoash,fall,3,South,Mountain,733,3.711483871,29.582982,16.4,26.51666667,21.45833333,357.1042903,326.4524802,1.9,2.76,286.3694664,1.59,N,2,0,1
236,31/10/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,14.73333333,26.31666667,20.525,354.6596429,304.3148326,1.16,2.81,280.2761807,1.25,N,0,0,0
237,31/10/2024,Mitzpe_ramon,fall,7,North,Mountain,758,3.805032258,30.660835,14.73333333,26.31666667,20.525,354.6596429,304.3148326,1.16,2.81,280.2761807,1.25,N,2,5,0
238,31/10/2024,Neot_smadar,fall,0,Center,Mountain,417,3.760129032,30.054879,14.73333333,26.31666667,20.525,354.6596429,304.3148326,1.16,2.81,280.2761807,1.25,N,0,0,0
239,31/10/2024,Timna,fall,4,South,Valley,123,3.720387097,29.803654,14.73333333,26.31666667,20.525,354.6596429,304.3148326,1.16,2.81,280.2761807,1.25,N,4,0,0
240,31/10/2024,Har_Yoash,fall,2,South,Mountain,733,3.711483871,29.582982,14.73333333,26.31666667,20.525,354.6596429,304.3148326,1.16,2.81,280.2761807,1.25,N,0,2,0
241,01/11/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,15.36666667,27.43333333,21.4,355.1751543,278.0482131,1.5,1.85,245.7755121,1.78,N,0,0,0
242,01/11/2024,Mitzpe_ramon,fall,12,North,Mountain,758,3.805032258,30.660835,15.36666667,27.43333333,21.4,355.1751543,278.0482131,1.5,1.85,245.7755121,1.78,N,4,5,3
243,01/11/2024,Shita,fall,8,Center,Valley,237,3.728,30.14119,15.36666667,27.43333333,21.4,355.1751543,278.0482131,1.5,1.85,245.7755121,1.78,N,0,7,1
244,01/11/2024,Neot_smadar,fall,4,Center,Mountain,417,3.760129032,30.054879,15.36666667,27.43333333,21.4,355.1751543,278.0482131,1.5,1.85,245.7755121,1.78,N,0,1,3
245,01/11/2024,Timna,fall,3,South,Valley,123,3.720387097,29.803654,15.36666667,27.43333333,21.4,355.1751543,278.0482131,1.5,1.85,245.7755121,1.78,N,0,2,1
246,01/11/2024,Har_Yoash,fall,0,South,Mountain,733,3.711483871,29.582982,15.36666667,27.43333333,21.4,355.1751543,278.0482131,1.5,1.85,245.7755121,1.78,N,0,0,0
247,02/11/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,15.25,28.71666667,21.98333333,302.2500312,346.139415,1.84,2.84,271.0059871,1.97,W,0,0,0
248,02/11/2024,Mitzpe_ramon,fall,1,North,Mountain,758,3.805032258,30.660835,15.25,28.71666667,21.98333333,302.2500312,346.139415,1.84,2.84,271.0059871,1.97,W,0,0,1
249,02/11/2024,Shita,fall,0,Center,Valley,237,3.728,30.14119,15.25,28.71666667,21.98333333,302.2500312,346.139415,1.84,2.84,271.0059871,1.97,W,0,0,0
250,02/11/2024,Neot_smadar,fall,12,Center,Mountain,417,3.760129032,30.054879,15.25,28.71666667,21.98333333,302.2500312,346.139415,1.84,2.84,271.0059871,1.97,W,1,1,10
251,02/11/2024,Timna,fall,3,South,Valley,123,3.720387097,29.803654,15.25,28.71666667,21.98333333,302.2500312,346.139415,1.84,2.84,271.0059871,1.97,W,2,1,0
252,02/11/2024,Har_Yoash,fall,1,South,Mountain,733,3.711483871,29.582982,15.25,28.71666667,21.98333333,302.2500312,346.139415,1.84,2.84,271.0059871,1.97,W,0,0,1
253,03/11/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,15.9,26.78333333,21.34166667,348.3138236,273.1289911,1.24,1.8,274.0596437,1,N,0,0,0
254,03/11/2024,Mitzpe_ramon,fall,18,North,Mountain,758,3.805032258,30.660835,15.9,26.78333333,21.34166667,348.3138236,273.1289911,1.24,1.8,274.0596437,1,N,3,8,7
255,03/11/2024,Shita,fall,8,Center,Valley,237,3.728,30.14119,15.9,26.78333333,21.34166667,348.3138236,273.1289911,1.24,1.8,274.0596437,1,N,1,0,7
256,03/11/2024,Neot_smadar,fall,1,Center,Mountain,417,3.760129032,30.054879,15.9,26.78333333,21.34166667,348.3138236,273.1289911,1.24,1.8,274.0596437,1,N,1,0,0
257,03/11/2024,Timna,fall,1,South,Valley,123,3.720387097,29.803654,15.9,26.78333333,21.34166667,348.3138236,273.1289911,1.24,1.8,274.0596437,1,N,1,0,0
258,03/11/2024,Har_Yoash,fall,2,South,Mountain,733,3.711483871,29.582982,15.9,26.78333333,21.34166667,348.3138236,273.1289911,1.24,1.8,274.0596437,1,N,1,1,0
259,04/11/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,14.96666667,26.88333333,20.925,15.63250494,313.0567053,1.9,1.8,288.2555592,1.3,N,0,0,0
260,04/11/2024,Mitzpe_ramon,fall,17,North,Mountain,758,3.805032258,30.660835,14.96666667,26.88333333,20.925,15.63250494,313.0567053,1.9,1.8,288.2555592,1.3,N,5,2,10
261,04/11/2024,Shita,fall,1,Center,Valley,237,3.728,30.14119,14.96666667,26.88333333,20.925,15.63250494,313.0567053,1.9,1.8,288.2555592,1.3,N,1,0,0
262,04/11/2024,Neot_smadar,fall,4,Center,Mountain,417,3.760129032,30.054879,14.96666667,26.88333333,20.925,15.63250494,313.0567053,1.9,1.8,288.2555592,1.3,N,0,1,3
263,04/11/2024,Timna,fall,1,South,Valley,123,3.720387097,29.803654,14.96666667,26.88333333,20.925,15.63250494,313.0567053,1.9,1.8,288.2555592,1.3,N,1,0,0
264,04/11/2024,Har_Yoash,fall,6,South,Mountain,733,3.711483871,29.582982,14.96666667,26.88333333,20.925,15.63250494,313.0567053,1.9,1.8,288.2555592,1.3,N,0,5,1
265,05/11/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,14.85,26.31666667,20.58333333,18.62064798,349.0729818,2,2.76,348.3907424,1.95,N,0,0,0
266,05/11/2024,Mitzpe_ramon,fall,9,North,Mountain,758,3.805032258,30.660835,14.85,26.31666667,20.58333333,18.62064798,349.0729818,2,2.76,348.3907424,1.95,N,4,3,2
267,05/11/2024,Shita,fall,4,Center,Valley,237,3.728,30.14119,14.85,26.31666667,20.58333333,18.62064798,349.0729818,2,2.76,348.3907424,1.95,N,0,2,2
268,05/11/2024,Neot_smadar,fall,0,Center,Mountain,417,3.760129032,30.054879,14.85,26.31666667,20.58333333,18.62064798,349.0729818,2,2.76,348.3907424,1.95,N,0,0,0
269,05/11/2024,Timna,fall,3,South,Valley,123,3.720387097,29.803654,14.85,26.31666667,20.58333333,18.62064798,349.0729818,2,2.76,348.3907424,1.95,N,0,1,2
270,05/11/2024,Har_Yoash,fall,4,South,Mountain,733,3.711483871,29.582982,14.85,26.31666667,20.58333333,18.62064798,349.0729818,2,2.76,348.3907424,1.95,N,0,2,2
271,06/11/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,15.63333333,29.03333333,22.33333333,11.590347,338.9516045,1.76,2.52,10.66190009,2.61,N,0,0,0
272,06/11/2024,Mitzpe_ramon,fall,4,North,Mountain,758,3.805032258,30.660835,15.63333333,29.03333333,22.33333333,11.590347,338.9516045,1.76,2.52,10.66190009,2.61,N,2,1,1
273,06/11/2024,Shita,fall,2,Center,Valley,237,3.728,30.14119,15.63333333,29.03333333,22.33333333,11.590347,338.9516045,1.76,2.52,10.66190009,2.61,N,0,0,2
274,06/11/2024,Neot_smadar,fall,0,Center,Mountain,417,3.760129032,30.054879,15.63333333,29.03333333,22.33333333,11.590347,338.9516045,1.76,2.52,10.66190009,2.61,N,0,0,0
275,06/11/2024,Timna,fall,0,South,Valley,123,3.720387097,29.803654,15.63333333,29.03333333,22.33333333,11.590347,338.9516045,1.76,2.52,10.66190009,2.61,N,0,0,0
276,06/11/2024,Har_Yoash,fall,1,South,Mountain,733,3.711483871,29.582982,15.63333333,29.03333333,22.33333333,11.590347,338.9516045,1.76,2.52,10.66190009,2.61,N,1,0,0
277,07/11/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,19.21666667,28.28333333,23.75,11.92896107,309.4036544,1.4,2.76,349.6674368,1.55,N,0,0,0
278,07/11/2024,Mitzpe_ramon,fall,9,North,Mountain,758,3.805032258,30.660835,19.21666667,28.28333333,23.75,11.92896107,309.4036544,1.4,2.76,349.6674368,1.55,N,6,0,3
279,07/11/2024,Shita,fall,1,Center,Valley,237,3.728,30.14119,19.21666667,28.28333333,23.75,11.92896107,309.4036544,1.4,2.76,349.6674368,1.55,N,0,0,1
280,07/11/2024,Neot_smadar,fall,5,Center,Mountain,417,3.760129032,30.054879,19.21666667,28.28333333,23.75,11.92896107,309.4036544,1.4,2.76,349.6674368,1.55,N,0,1,4
281,07/11/2024,Timna,fall,1,South,Valley,123,3.720387097,29.803654,19.21666667,28.28333333,23.75,11.92896107,309.4036544,1.4,2.76,349.6674368,1.55,N,0,1,0
282,07/11/2024,Har_Yoash,fall,0,South,Mountain,733,3.711483871,29.582982,19.21666667,28.28333333,23.75,11.92896107,309.4036544,1.4,2.76,349.6674368,1.55,N,0,0,0
283,08/11/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,16.7,26.83333333,21.76666667,357.3974377,344.2207549,1.86,2.64,338.4031671,1.5,N,0,0,0
284,08/11/2024,Mitzpe_ramon,fall,9,North,Mountain,758,3.805032258,30.660835,16.7,26.83333333,21.76666667,357.3974377,344.2207549,1.86,2.64,338.4031671,1.5,N,6,3,0
285,08/11/2024,Shita,fall,2,Center,Valley,237,3.728,30.14119,16.7,26.83333333,21.76666667,357.3974377,344.2207549,1.86,2.64,338.4031671,1.5,N,2,0,0
286,08/11/2024,Neot_smadar,fall,0,Center,Mountain,417,3.760129032,30.054879,16.7,26.83333333,21.76666667,357.3974377,344.2207549,1.86,2.64,338.4031671,1.5,N,0,0,0
287,08/11/2024,Timna,fall,1,South,Valley,123,3.720387097,29.803654,16.7,26.83333333,21.76666667,357.3974377,344.2207549,1.86,2.64,338.4031671,1.5,N,1,0,0
288,08/11/2024,Har_Yoash,fall,1,South,Mountain,733,3.711483871,29.582982,16.7,26.83333333,21.76666667,357.3974377,344.2207549,1.86,2.64,338.4031671,1.5,N,0,1,0
289,09/11/2024,Hatzeva,fall,0,North,Valley,-166,3.749806452,30.818349,15.81666667,27.05,21.43333333,349.877802,296.1779652,1.4,1.96,286.7016892,1.13,N,0,0,0
290,09/11/2024,Mitzpe_ramon,fall,12,North,Mountain,758,3.805032258,30.660835,15.81666667,27.05,21.43333333,349.877802,296.1779652,1.4,1.96,286.7016892,1.13,N,1,4,7
